﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
05OJ005,1,1,2012,26,81.5,B,77.0,B,504,,312,,241,,307,,267,,87.3,,69.0,,97.0,,63.9,B,66.8,B
05OJ005,1,1,2012,27,78.0,B,72.3,B,445,,312,,231,,295,,284,,102,,46.0,,117,,80.7,B,66.4,B
05OJ005,1,1,2012,28,87.8,B,64.0,B,408,,299,,228,,268,,244,,96.2,,70.0,,118,,71.6,B,65.8,B
05OJ005,1,1,2012,29,80.6,B,72.5,B,407,,323,,238,,301,,213,,105,,78.0,,122,,82.4,B,69.5,B
05OJ005,1,1,2012,30,81.7,B,,,389,,282,,280,,314,,207,,83.9,,71.0,,126,,78.6,B,61.3,B
05OJ005,1,1,2012,31,86.0,B,,,372,,,,273,,,,182,,97.6,,,,115,,,,68.1,B
05OJ005,1,1,2013,01,55.8,B,49.3,B,62.6,B,74.8,B,1820,,1230,,807,,304,,179,,89.0,,181,,46.4,B
05OJ005,1,1,2013,02,76.7,B,51.4,B,54.9,B,80.8,B,1890,,1270,,836,,343,,180,,110,,185,,57.1,B
05OJ005,1,1,2013,03,55.0,B,53.0,B,62.6,B,67.5,B,1930,,1340,,865,,371,,156,,113,,184,,66.9,B
05OJ005,1,1,2013,04,62.9,B,51.4,B,72.6,B,79.3,B,1890,,1360,,871,,352,,177,,122,,163,,61.8,B
05OJ005,1,1,2013,05,65.0,B,62.2,B,70.9,B,75.5,B,1940,,1330,,891,,330,,174,,119,,119,,68.5,B
05OJ005,1,1,2013,06,57.6,B,57.5,B,61.5,B,81.4,B,1950,,1290,,917,,306,,133,,105,,134,,50.9,B
05OJ005,1,1,2013,07,51.6,B,59.6,B,61.2,B,80.5,B,1910,,1270,,914,,310,,159,,117,,149,,52.3,B
05OJ005,1,1,2013,08,51.9,B,45.0,B,65.0,B,81.9,B,1820,,1240,,902,,301,,164,,119,,155,,41.3,B
05OJ005,1,1,2013,09,60.3,B,49.2,B,63.1,B,74.6,B,1810,,1170,,876,,287,,145,,116,,120,,56.2,B
05OJ005,1,1,2013,10,57.3,B,61.2,B,73.2,B,76.9,B,1780,,1110,,835,,287,,124,,126,,124,B,55.0,B
05OJ005,1,1,2013,11,86.2,B,64.1,B,61.1,B,78.8,B,1690,,1050,,768,,288,,135,,128,,142,B,52.3,B
05OJ005,1,1,2013,12,75.5,B,42.3,B,74.3,B,80.3,B,1700,,1000,,684,,261,,135,,93.0,,118,B,57.2,B
05OJ005,1,1,2013,13,51.3,B,58.5,B,65.1,B,78.8,B,1650,,1000,,611,,269,,171,,122,,86.3,B,59.8,B
05OJ005,1,1,2013,14,54.1,B,58.0,B,63.5,B,85.4,B,1620,,950,,565,,262,,134,,118,,88.2,B,61.1,B
05OJ005,1,1,2013,15,42.7,B,52.3,B,76.8,B,96.7,B,1590,,877,,538,,250,,158,,139,,112,B,63.2,B
05OJ005,1,1,2013,16,61.4,B,46.7,B,63.2,B,88.5,B,1610,,817,,465,,263,,158,,133,,91.1,B,50.5,B
05OJ005,1,1,2013,17,47.1,B,51.5,B,64.0,B,82.2,B,1610,,758,,470,,252,,168,,146,,110,B,70.7,B
05OJ005,1,1,2013,18,56.5,B,79.9,B,79.3,B,82.1,B,1560,,728,,458,,243,,108,,155,,123,B,67.1,B
05OJ005,1,1,2013,19,67.2,B,65.2,B,72.5,B,90.7,B,1430,,666,,425,,267,,105,,149,,103,B,71.0,B
05OJ005,1,1,2013,20,50.1,B,57.2,B,74.1,B,84.6,B,1380,,650,,460,,234,,130,,124,,89.1,B,59.0,B
05OJ005,1,1,2013,21,47.3,B,51.6,B,74.3,B,79.1,B,1300,,628,,471,,224,,140,,165,,93.4,B,77.4,B
05OJ005,1,1,2013,22,44.7,B,56.0,B,76.3,B,91.0,B,1260,,594,,452,,233,,156,,174,,68.8,B,70.8,B
05OJ005,1,1,2013,23,54.6,B,54.6,B,79.4,B,108,B,1290,,579,,491,,231,,147,,204,,79.4,B,66.9,B
05OJ005,1,1,2013,24,48.9,B,53.6,B,79.6,B,143,B,1320,,557,,456,,213,,115,,233,,70.2,B,54.5,B
05OJ005,1,1,2013,25,59.7,B,54.6,B,77.9,B,199,B,1320,,546,,462,,189,,126,,248,,69.0,B,73.5,B
05OJ005,1,1,2013,26,47.1,B,60.0,B,75.6,B,278,B,1320,,592,,460,,188,,143,,252,,77.0,B,67.5,B
05OJ005,1,1,2013,27,54.7,B,74.2,B,73.6,B,538,B,1320,,624,,451,,167,,114,,208,,70.0,B,71.5,B
05OJ005,1,1,2013,28,54.0,B,68.2,B,72.7,B,1020,,1330,,704,,450,,175,,139,,199,,68.1,B,91.3,B
05OJ005,1,1,2013,29,56.9,B,,,68.8,B,1420,,1290,,721,,429,,200,,160,,183,,71.6,B,68.8,B
05OJ005,1,1,2013,30,57.0,B,,,73.5,B,1640,,1270,,762,,389,,195,,101,,181,,63.1,B,76.2,B
